id;EDAD;NIVEL EDUCACIONAL;ACTIVIDAD;RENTA FIJA;LIMITE MAXIMO CREDITO;DEUDA ACTUAL;PORCENTAJE DE USO DEL CREDITO;NUMERO DE COMPRAS EN MES ACTUAL (T);NUMERO DE COMPRAS EN MES T-1;NUMERO DE COMPRAS EN MES T-2;NUMERO DE COMPRAS EN MES T-3;ESTADO ACTUAL;CANTIDAD HISTORICA DE ATRASOS EN PAGO DE CUENTAS;COMPRA
588;74;EDUC. UNIVERSITARIA;DEPENDIENTE;1356750;301500;0;0.0;8;10;10;1;SIN DEUDA;14;NO
589;49;EDUC. TECNICA;DEPENDIENTE;1962213;301500;0;0.0;4;8;7;0;DEUDA DE 2 MESES;16;NO
590;41;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;0;0.0;10;2;10;10;DEUDA DE 2 MESES;20;SI
591;26;EDUC. UNIVERSITARIA;DEPENDIENTE;1911507;301500;0;0.0;0;10;6;0;SIN DEUDA;8;SI
592;45;EDUC. UNIVERSITARIA;DEPENDIENTE;1277480;301500;0;0.0;9;5;3;4;SIN DEUDA;20;SI
593;33;EDUC. TECNICA;DEPENDIENTE;994950;301500;0;0.0;9;2;2;2;SIN DEUDA;19;SI
594;46;EDUC. UNIVERSITARIA;DEPENDIENTE;6209999;506122;506122;100.0;2;5;4;7;DEUDA DE 2 MESES;16;SI
595;42;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;0;0.0;0;8;0;5;DEUDA DE 1 MES;17;NO
596;35;EDUC. TECNICA;DEPENDIENTE;1356750;301500;277302;92.0;9;2;4;8;SIN DEUDA;0;SI
597;23;EDUC. UNIVERSITARIA;DEPENDIENTE;1176854;301500;0;0.0;5;8;2;9;DEUDA DE 2 MESES;9;NO
598;46;EDUC. TECNICA;DEPENDIENTE;1153238;301500;0;0.0;10;7;4;3;DEUDA DE 1 MES;7;NO
599;30;EDUC. TECNICA;DEPENDIENTE;4522500;301500;0;0.0;2;1;8;10;SIN DEUDA;17;NO
600;45;EDUC. TECNICA;DEPENDIENTE;1447200;365738;365738;100.0;5;2;7;0;SIN DEUDA;10;SI
601;49;ESTUDIANTE UNIVERSITARIO;DEPENDIENTE;1175850;301500;0;0.0;2;7;6;7;SIN DEUDA;6;NO
602;26;EDUC. UNIVERSITARIA;ESTUDIANTE;904500;301500;245222;81.3;7;0;8;1;SIN DEUDA;7;SI
603;34;EDUC. TECNICA;DEPENDIENTE;1356750;301500;0;0.0;2;1;1;5;SIN DEUDA;6;NO
604;35;ESTUDIANTE UNIVERSITARIO;DEPENDIENTE;1085400;301500;0;0.0;0;9;3;9;SIN DEUDA;18;NO
605;29;EDUC. UNIVERSITARIA;ESTUDIANTE;596970;301500;0;0.0;10;5;2;5;SIN DEUDA;2;SI
606;47;EDUC. TECNICA;DEPENDIENTE;2514510;301500;0;0.0;1;3;4;0;SIN DEUDA;22;NO
607;26;EDUC. UNIVERSITARIA;DEPENDIENTE;1356750;301500;33991;11.3;1;6;6;7;SIN DEUDA;3;SI
608;47;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;0;0.0;2;0;4;6;SIN DEUDA;2;NO
609;49;EDUC. UNIVERSITARIA;DEPENDIENTE;1175850;301500;45364;15.0;5;4;1;1;SIN DEUDA;15;NO
610;21;EDUC. TECNICA;DEPENDIENTE;1602883;826876;826876;100.0;0;2;9;0;SIN DEUDA;6;SI
611;76;EDUC. UNIVERSITARIA;DEPENDIENTE;633150;2649136;2649136;100.0;0;4;0;10;SIN DEUDA;22;NO
612;35;EDUC. UNIVERSITARIA;DEPENDIENTE;723600;819622;819622;100.0;1;10;10;5;SIN DEUDA;0;SI
613;57;EDUC. UNIVERSITARIA;DEPENDIENTE;416070;301500;200635;66.2;5;3;9;3;SIN DEUDA;10;SI
614;65;EDUC. UNIVERSITARIA;DEPENDIENTE;1356750;301500;0;0.0;5;10;0;7;SIN DEUDA;7;NO
615;59;ESTUDIANTE UNIVERSITARIO;DEPENDIENTE;416070;301500;253103;83.9;9;8;5;9;SIN DEUDA;19;NO
616;66;EDUC. UNIVERSITARIA;DEPENDIENTE;1809000;301500;300390;99.6;7;2;2;4;DEUDA DE 1 MES;23;SI
617;46;EDUC. TECNICA;DEPENDIENTE;606015;301500;113310;37.6;3;1;9;10;SIN DEUDA;2;SI
618;77;EDUC. TECNICA;EMPRESARIO;3437100;301500;151;0.1;9;9;0;8;SIN DEUDA;21;SI
619;50;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;0;0.0;6;9;0;9;SIN DEUDA;15;NO
620;60;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;0;0.0;7;7;7;9;DEUDA DE 1 MES;19;SI
621;50;EDUC. UNIVERSITARIA;DEPENDIENTE;906508;301500;44930;14.9;1;7;0;2;SIN DEUDA;4;SI
622;55;EDUC. UNIVERSITARIA;DEPENDIENTE;4523504;301500;0;0.0;6;5;1;7;SIN DEUDA;6;NO
623;61;EDUC. UNIVERSITARIA;DEPENDIENTE;859275;301500;0;0.0;3;9;5;7;SIN DEUDA;25;SI
624;45;EDUC. MEDIA;EMPRESARIO;1085400;301500;0;0.0;10;8;5;4;SIN DEUDA;3;SI
625;42;EDUC. TECNICA;DEPENDIENTE;2008994;301500;0;0.0;2;6;4;8;SIN DEUDA;19;SI
626;35;EDUC. UNIVERSITARIA;DEPENDIENTE;1347705;301500;130206;43.2;1;0;8;6;DEUDA DE 2 MESES;13;SI
627;62;ESTUDIANTE UNIVERSITARIO;DEPENDIENTE;904500;390219;390219;100.0;2;2;3;3;SIN DEUDA;17;NO
628;23;EDUC. UNIVERSITARIA;ESTUDIANTE;904500;301500;0;0.0;2;7;0;2;DEUDA DE 1 MES;4;NO
629;29;ESTUDIANTE UNIVERSITARIO;DEPENDIENTE;6259140;301500;0;0.0;2;0;10;6;DEUDA DE 1 MES;3;SI
630;38;EDUC. UNIVERSITARIA;DEPENDIENTE;3165750;301500;70647;23.4;8;4;5;3;SIN DEUDA;25;NO
631;31;ESTUDIANTE UNIVERSITARIO;DEPENDIENTE;1809000;465763;465763;100.0;8;4;6;6;SIN DEUDA;12;SI
632;25;EDUC. UNIVERSITARIA;ESTUDIANTE;596970;301500;374;0.1;9;10;4;10;SIN DEUDA;8;SI
633;48;EDUC. TECNICA;DEPENDIENTE;904500;868670;868670;100.0;8;4;7;10;SIN DEUDA;13;NO
634;49;EDUC. UNIVERSITARIA;EMPRESARIO;1809000;3354700;3354700;100.0;7;1;1;4;DEUDA DE 1 MES;25;NO
635;66;EDUC. TECNICA;DEPENDIENTE;904500;301500;0;0.0;0;10;6;2;SIN DEUDA;17;NO
636;37;EDUC. TECNICA;DEPENDIENTE;904500;301500;0;0.0;3;8;7;5;SIN DEUDA;7;SI
637;34;EDUC. UNIVERSITARIA;DEPENDIENTE;820400;301500;0;0.0;10;5;7;4;SIN DEUDA;24;SI
638;48;EDUC. TECNICA;DEPENDIENTE;904500;301500;0;0.0;6;8;10;2;SIN DEUDA;12;SI
639;45;EDUC. TECNICA;DEPENDIENTE;1222079;301500;63321;21.0;6;1;5;5;SIN DEUDA;3;SI
640;31;EDUC. TECNICA;DEPENDIENTE;904500;301500;0;0.0;2;0;8;10;SIN DEUDA;11;NO
641;63;EDUC. UNIVERSITARIA;DEPENDIENTE;1357754;1733848;1733848;100.0;5;3;3;0;DEUDA DE 1 MES;1;NO
642;30;EDUC. UNIVERSITARIA;DEPENDIENTE;2608397;301500;215693;71.5;7;8;7;8;SIN DEUDA;16;NO
643;80;EDUC. TECNICA;DEPENDIENTE;416070;301500;0;0.0;8;2;6;9;SIN DEUDA;16;SI
644;36;EDUC. TECNICA;DEPENDIENTE;2351700;301500;0;0.0;7;4;9;10;SIN DEUDA;9;NO
645;69;EDUC. UNIVERSITARIA;DEPENDIENTE;1241860;509601;509601;100.0;5;10;3;7;SIN DEUDA;24;NO
646;56;EDUC. TECNICA;DEPENDIENTE;1447200;301500;0;0.0;5;7;4;2;SIN DEUDA;6;NO
647;48;EDUC. TECNICA;DEPENDIENTE;1356750;460565;460565;100.0;6;5;4;2;DEUDA DE 2 MESES;6;SI
648;36;EDUC. UNIVERSITARIA;DEPENDIENTE;3166754;301500;220041;73.0;5;10;3;4;DEUDA DE 1 MES;3;SI
649;46;EDUC. TECNICA;DEPENDIENTE;2532600;301500;0;0.0;5;6;4;0;SIN DEUDA;22;NO
650;46;EDUC. TECNICA;DEPENDIENTE;904500;301500;0;0.0;3;5;3;1;DEUDA DE 2 MESES;24;NO
651;35;EDUC. UNIVERSITARIA;DEPENDIENTE;994950;301500;130881;43.4;2;2;4;9;SIN DEUDA;11;NO
652;24;EDUC. TECNICA;DEPENDIENTE;904500;301500;0;0.0;2;10;3;0;SIN DEUDA;18;NO
653;31;EDUC. TECNICA;DEPENDIENTE;1100053;301500;274841;91.2;0;9;1;8;SIN DEUDA;2;NO
654;42;EDUC. TECNICA;DEPENDIENTE;1276810;301500;96769;32.1;4;7;7;2;SIN DEUDA;9;SI
655;68;EDUC. UNIVERSITARIA;DEPENDIENTE;1040175;301500;0;0.0;1;6;7;8;DEUDA DE 2 MESES;6;SI
656;54;EDUC. TECNICA;DEPENDIENTE;2261250;301500;34299;11.4;1;2;9;7;SIN DEUDA;8;SI
657;33;EDUC. TECNICA;DEPENDIENTE;1085400;301500;0;0.0;3;5;7;9;SIN DEUDA;9;NO
658;37;EDUC. TECNICA;DEPENDIENTE;1130625;501871;501871;100.0;10;5;4;3;DEUDA DE 1 MES;22;SI
659;81;EDUC. UNIVERSITARIA;DEPENDIENTE;4070250;6681373;6681373;100.0;2;6;2;9;SIN DEUDA;7;SI
660;62;EDUC. TECNICA;DEPENDIENTE;416070;301500;0;0.0;3;6;2;2;DEUDA DE 2 MESES;19;SI
661;70;EDUC. TECNICA;DEPENDIENTE;2713500;408798;408798;100.0;1;8;2;10;SIN DEUDA;12;SI
662;65;EDUC. UNIVERSITARIA;DEPENDIENTE;1546695;301500;0;0.0;6;5;5;1;SIN DEUDA;7;NO
663;29;EDUC. UNIVERSITARIA;DEPENDIENTE;2407978;301500;0;0.0;7;0;4;2;SIN DEUDA;8;SI
664;43;EDUC. UNIVERSITARIA;EMPRESARIO;1900454;301500;0;0.0;7;4;10;7;SIN DEUDA;23;SI
665;45;EDUC. TECNICA;EMPRESARIO;5880254;301500;137273;45.5;10;2;7;5;SIN DEUDA;19;NO
666;33;EDUC. UNIVERSITARIA;DEPENDIENTE;2383177;2675975;2675975;100.0;10;2;6;2;DEUDA DE 2 MESES;6;NO
667;37;EDUC. TECNICA;ESTUDIANTE;3166754;301500;0;0.0;8;1;6;7;SIN DEUDA;15;SI
668;71;EDUC. TECNICA;DEPENDIENTE;2713500;301500;0;0.0;1;1;3;5;SIN DEUDA;22;NO
669;40;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;0;0.0;10;4;2;8;SIN DEUDA;11;NO
670;38;EDUC. UNIVERSITARIA;DEPENDIENTE;4703400;301500;0;0.0;9;1;1;0;DEUDA DE 1 MES;6;SI
671;53;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;233729;77.5;1;1;8;1;SIN DEUDA;17;SI
672;32;EDUC. TECNICA;DEPENDIENTE;904500;301500;0;0.0;10;1;0;6;DEUDA DE 1 MES;15;NO
673;32;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;85795;28.5;5;5;5;7;SIN DEUDA;9;NO
674;33;EDUC. UNIVERSITARIA;DEPENDIENTE;1628100;471082;471082;100.0;2;8;3;1;DEUDA DE 2 MESES;3;NO
675;49;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;0;0.0;7;6;1;2;SIN DEUDA;0;SI
676;56;EDUC. TECNICA;DEPENDIENTE;1347705;301500;0;0.0;0;7;6;5;SIN DEUDA;23;NO
677;40;EDUC. UNIVERSITARIA;DEPENDIENTE;1600965;301500;91336;30.3;9;6;0;0;SIN DEUDA;23;NO
678;27;EDUC. UNIVERSITARIA;DEPENDIENTE;1468691;301500;0;0.0;7;3;9;4;SIN DEUDA;1;NO
679;31;ESTUDIANTE UNIVERSITARIO;DEPENDIENTE;1085400;301500;195505;64.8;9;4;1;6;SIN DEUDA;1;SI
680;27;EDUC. TECNICA;ESTUDIANTE;904500;301500;0;0.0;6;6;4;0;SIN DEUDA;9;NO
681;70;EDUC. TECNICA;DEPENDIENTE;906508;301500;410;0.1;0;4;7;3;SIN DEUDA;2;NO
682;67;EDUC. UNIVERSITARIA;DEPENDIENTE;1085400;301500;0;0.0;5;5;6;7;SIN DEUDA;1;NO
683;66;EDUC. UNIVERSITARIA;DEPENDIENTE;416070;301500;0;0.0;0;4;4;8;DEUDA DE 1 MES;13;NO
684;36;EDUC. UNIVERSITARIA;DEPENDIENTE;2397088;301500;0;0.0;7;1;10;8;DEUDA DE 1 MES;22;NO
685;43;EDUC. TECNICA;DEPENDIENTE;904500;301500;0;0.0;7;1;7;6;SIN DEUDA;16;NO
686;44;EDUC. TECNICA;DEPENDIENTE;904500;301500;0;0.0;8;1;1;4;DEUDA DE 1 MES;12;SI
687;55;EDUC. TECNICA;DEPENDIENTE;1085400;301500;166283;55.2;0;4;2;3;SIN DEUDA;7;SI
688;58;EDUC. TECNICA;DEPENDIENTE;1356750;301500;0;0.0;4;1;5;3;DEUDA DE 2 MESES;7;NO
689;50;EDUC. UNIVERSITARIA;DEPENDIENTE;606015;301500;0;0.0;10;3;0;2;SIN DEUDA;14;NO
690;37;EDUC. UNIVERSITARIA;DEPENDIENTE;1702341;301500;0;0.0;10;9;7;4;SIN DEUDA;18;SI
691;65;EDUC. UNIVERSITARIA;DEPENDIENTE;1809000;301500;301500;100.0;9;7;6;3;DEUDA DE 1 MES;3;SI
692;52;EDUC. UNIVERSITARIA;EMPRESARIO;2532600;301500;0;0.0;6;9;8;7;SIN DEUDA;15;SI
693;43;EDUC. UNIVERSITARIA;DEPENDIENTE;7116606;301500;0;0.0;9;4;6;10;SIN DEUDA;21;NO
694;30;EDUC. UNIVERSITARIA;DEPENDIENTE;2261250;301500;85487;28.4;6;2;5;0;SIN DEUDA;10;NO
695;38;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;0;0.0;7;8;0;7;SIN DEUDA;25;NO
696;62;EDUC. UNIVERSITARIA;EMPRESARIO;1628100;301500;0;0.0;3;9;4;6;SIN DEUDA;4;NO
697;26;EDUC. UNIVERSITARIA;DEPENDIENTE;2713500;301500;301500;100.0;9;0;8;9;SIN DEUDA;19;SI
698;53;EDUC. TECNICA;DEPENDIENTE;2895404;301500;0;0.0;7;10;10;6;DEUDA DE 2 MESES;18;SI
699;38;EDUC. UNIVERSITARIA;DEPENDIENTE;1130625;301500;0;0.0;5;3;5;6;SIN DEUDA;18;SI
700;76;EDUC. UNIVERSITARIA;DEPENDIENTE;1365795;301500;0;0.0;3;9;4;9;SIN DEUDA;25;NO
701;56;EDUC. TECNICA;DEPENDIENTE;750735;301500;0;0.0;1;6;7;8;DEUDA DE 2 MESES;7;NO
702;34;EDUC. UNIVERSITARIA;DEPENDIENTE;4305420;560790;560790;100.0;4;2;2;8;SIN DEUDA;4;SI
703;28;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;103861;34.4;4;5;10;6;SIN DEUDA;25;NO
704;36;EDUC. UNIVERSITARIA;ESTUDIANTE;1144952;301500;0;0.0;5;0;10;3;SIN DEUDA;24;NO
705;46;EDUC. UNIVERSITARIA;DEPENDIENTE;1105887;810064;810064;100.0;10;5;2;5;SIN DEUDA;13;NO
706;47;EDUC. UNIVERSITARIA;DEPENDIENTE;1356750;301500;0;0.0;0;0;3;6;SIN DEUDA;24;SI
707;53;EDUC. UNIVERSITARIA;DEPENDIENTE;3691735;301500;3027;1.0;8;9;9;0;SIN DEUDA;1;NO
708;28;EDUC. UNIVERSITARIA;DEPENDIENTE;949725;301500;0;0.0;5;9;8;9;SIN DEUDA;15;SI
709;30;EDUC. UNIVERSITARIA;DEPENDIENTE;597549;301500;278061;92.2;5;3;1;6;SIN DEUDA;22;NO
710;31;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;79849;26.5;10;8;2;4;SIN DEUDA;21;NO
711;46;EDUC. UNIVERSITARIA;DEPENDIENTE;931635;301500;0;0.0;3;1;5;8;SIN DEUDA;8;SI
712;64;EDUC. UNIVERSITARIA;DEPENDIENTE;1809000;301500;0;0.0;3;6;1;8;SIN DEUDA;9;SI
713;60;EDUC. TECNICA;DEPENDIENTE;713017;301500;0;0.0;8;10;8;5;SIN DEUDA;15;NO
714;26;EDUC. TECNICA;DEPENDIENTE;1184895;4434872;4434872;100.0;6;1;6;0;SIN DEUDA;24;SI
715;41;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;0;0.0;2;4;0;10;SIN DEUDA;16;NO
716;28;EDUC. TECNICA;DEPENDIENTE;2324565;301500;0;0.0;1;9;3;1;SIN DEUDA;10;NO
717;67;EDUC. TECNICA;DEPENDIENTE;416070;301500;0;0.0;1;3;3;10;SIN DEUDA;12;SI
718;33;EDUC. MEDIA;DEPENDIENTE;1112535;537532;537532;100.0;2;7;7;8;SIN DEUDA;0;NO
719;32;EDUC. UNIVERSITARIA;DEPENDIENTE;1863270;301500;0;0.0;3;3;3;2;SIN DEUDA;5;NO
720;24;EDUC. TECNICA;DEPENDIENTE;904500;301500;3763;1.2;9;8;2;2;SIN DEUDA;9;SI
721;39;EDUC. UNIVERSITARIA;DEPENDIENTE;606015;301500;0;0.0;8;2;5;7;SIN DEUDA;15;SI
722;36;EDUC. MEDIA;DEPENDIENTE;1869728;301500;128451;42.6;5;2;3;2;SIN DEUDA;0;NO
723;51;EDUC. TECNICA;DEPENDIENTE;1357754;4776532;4776532;100.0;4;8;7;7;DEUDA DE 2 MESES;7;NO
724;71;EDUC. UNIVERSITARIA;DEPENDIENTE;3280513;301500;0;0.0;6;8;4;8;SIN DEUDA;24;NO
725;41;EDUC. TECNICA;DEPENDIENTE;1356750;376344;376344;100.0;8;9;3;3;DEUDA DE 2 MESES;4;NO
726;27;EDUC. UNIVERSITARIA;DEPENDIENTE;2770845;301500;0;0.0;4;6;1;7;SIN DEUDA;18;SI
727;45;EDUC. UNIVERSITARIA;DEPENDIENTE;1908911;1515936;1515936;100.0;10;2;6;10;SIN DEUDA;12;NO
728;28;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;301500;100.0;4;10;1;1;SIN DEUDA;9;NO
729;62;EDUC. UNIVERSITARIA;DEPENDIENTE;416070;301500;0;0.0;0;9;7;8;DEUDA DE 1 MES;15;SI
730;59;ESTUDIANTE UNIVERSITARIO;DEPENDIENTE;1356750;301500;0;0.0;5;3;10;7;SIN DEUDA;5;SI
731;20;EDUC. TECNICA;ESTUDIANTE;904500;301500;108902;36.1;1;8;7;9;DEUDA DE 1 MES;14;SI
732;32;EDUC. TECNICA;EMPRESARIO;1356750;301500;20617;6.8;9;0;7;3;SIN DEUDA;8;NO
733;43;EDUC. TECNICA;DEPENDIENTE;2713500;301500;0;0.0;3;2;3;9;DEUDA DE 1 MES;8;SI
734;25;EDUC. TECNICA;DEPENDIENTE;1785483;517489;517489;100.0;6;0;2;9;SIN DEUDA;11;SI
735;46;EDUC. UNIVERSITARIA;DEPENDIENTE;1809000;301500;0;0.0;3;1;6;7;SIN DEUDA;23;NO
736;31;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;95527;31.7;10;10;3;9;SIN DEUDA;8;SI
737;45;EDUC. UNIVERSITARIA;DEPENDIENTE;1049220;301500;0;0.0;8;3;4;0;SIN DEUDA;24;NO
738;56;EDUC. TECNICA;DEPENDIENTE;967815;301500;0;0.0;10;1;10;6;SIN DEUDA;20;NO
739;60;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;162635;53.9;3;6;6;2;SIN DEUDA;7;SI
740;32;EDUC. TECNICA;DEPENDIENTE;904500;301500;0;0.0;3;6;2;9;SIN DEUDA;14;SI
741;32;EDUC. UNIVERSITARIA;DEPENDIENTE;1356750;301500;21226;7.0;3;7;9;9;SIN DEUDA;8;SI
742;34;EDUC. TECNICA;DEPENDIENTE;1503912;301500;3437;1.1;7;3;10;5;SIN DEUDA;16;SI
743;34;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;384768;384768;100.0;8;5;9;1;SIN DEUDA;23;SI
744;79;EDUC. TECNICA;DEPENDIENTE;416070;301500;0;0.0;0;9;3;0;SIN DEUDA;23;NO
745;69;EDUC. TECNICA;DEPENDIENTE;2428094;301500;141627;47.0;3;1;3;7;SIN DEUDA;23;SI
746;62;EDUC. TECNICA;DEPENDIENTE;1049220;301500;0;0.0;4;5;7;10;SIN DEUDA;14;SI
747;55;EDUC. UNIVERSITARIA;EMPRESARIO;1356750;301500;68495;22.7;2;4;2;6;SIN DEUDA;14;SI
748;42;EDUC. TECNICA;DEPENDIENTE;1402005;301500;212033;70.3;2;9;6;9;DEUDA DE 2 MESES;0;NO
749;33;EDUC. UNIVERSITARIA;DEPENDIENTE;1356750;301500;21370;7.1;10;4;2;8;SIN DEUDA;19;SI
750;63;EDUC. UNIVERSITARIA;DEPENDIENTE;7236000;301500;0;0.0;9;4;5;1;SIN DEUDA;23;SI
751;35;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;0;0.0;2;7;1;5;SIN DEUDA;21;NO
752;39;EDUC. UNIVERSITARIA;DEPENDIENTE;1411020;301500;0;0.0;4;2;10;5;SIN DEUDA;23;SI
753;36;ESTUDIANTE UNIVERSITARIO;DEPENDIENTE;1510515;301500;269173;89.3;8;10;7;6;SIN DEUDA;5;SI
754;24;EDUC. UNIVERSITARIA;ESTUDIANTE;596970;301500;0;0.0;3;0;9;5;SIN DEUDA;13;NO
755;59;EDUC. UNIVERSITARIA;DEPENDIENTE;1356750;301500;301500;100.0;10;7;2;5;SIN DEUDA;5;SI
756;28;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;72;0.0;3;5;4;9;DEUDA DE 2 MESES;1;SI
757;36;EDUC. UNIVERSITARIA;DEPENDIENTE;1836135;301500;0;0.0;5;3;2;7;SIN DEUDA;8;SI
758;50;EDUC. TECNICA;DEPENDIENTE;2234115;301500;0;0.0;1;1;3;3;DEUDA DE 1 MES;15;SI
759;40;EDUC. TECNICA;DEPENDIENTE;1881360;301500;0;0.0;4;8;2;1;SIN DEUDA;4;SI
760;72;EDUC. TECNICA;DEPENDIENTE;1899450;301500;0;0.0;3;4;5;1;SIN DEUDA;19;NO
761;33;EDUC. TECNICA;DEPENDIENTE;1783357;301500;0;0.0;9;7;9;3;SIN DEUDA;2;SI
762;38;EDUC. UNIVERSITARIA;DEPENDIENTE;9046004;301500;0;0.0;0;5;6;3;SIN DEUDA;16;SI
763;72;ESTUDIANTE UNIVERSITARIO;DEPENDIENTE;542700;301500;214511;71.1;2;5;0;1;DEUDA DE 1 MES;4;SI
764;25;EDUC. UNIVERSITARIA;ESTUDIANTE;904500;301500;0;0.0;10;5;6;9;DEUDA DE 1 MES;9;SI
765;28;EDUC. UNIVERSITARIA;DEPENDIENTE;1036747;301500;54312;18.0;6;5;6;4;DEUDA DE 2 MESES;15;NO
766;56;EDUC. UNIVERSITARIA;DEPENDIENTE;1809000;301500;0;0.0;1;4;4;8;SIN DEUDA;12;SI
767;41;EDUC. UNIVERSITARIA;EMPRESARIO;3165750;301500;0;0.0;6;10;10;3;DEUDA DE 1 MES;1;SI
768;33;EDUC. UNIVERSITARIA;EMPRESARIO;2256737;301500;232203;77.0;3;8;7;8;SIN DEUDA;20;NO
769;73;EDUC. UNIVERSITARIA;EMPRESARIO;1049220;301500;0;0.0;7;9;10;6;SIN DEUDA;8;NO
770;48;EDUC. UNIVERSITARIA;DEPENDIENTE;1356750;301500;190922;63.3;3;3;1;8;SIN DEUDA;17;SI
771;40;EDUC. TECNICA;DEPENDIENTE;2261250;301500;0;0.0;0;0;4;8;SIN DEUDA;19;NO
772;56;EDUC. UNIVERSITARIA;DEPENDIENTE;1629104;301500;0;0.0;5;3;0;1;SIN DEUDA;9;NO
773;38;EDUC. TECNICA;DEPENDIENTE;1537650;301500;0;0.0;3;10;1;2;SIN DEUDA;17;NO
774;26;EDUC. UNIVERSITARIA;DEPENDIENTE;596970;301500;0;0.0;8;0;0;9;SIN DEUDA;10;NO
775;44;EDUC. TECNICA;DEPENDIENTE;3451156;965174;965174;100.0;0;10;9;9;SIN DEUDA;24;NO
776;73;EDUC. UNIVERSITARIA;DEPENDIENTE;606015;301500;0;0.0;0;9;1;10;SIN DEUDA;14;SI
777;66;EDUC. TECNICA;DEPENDIENTE;750735;301500;0;0.0;9;10;8;2;SIN DEUDA;3;SI
778;36;EDUC. UNIVERSITARIA;ESTUDIANTE;416070;301500;0;0.0;9;7;6;0;SIN DEUDA;12;SI
779;29;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;320;0.1;5;1;1;9;DEUDA DE 1 MES;18;NO
780;58;EDUC. TECNICA;DEPENDIENTE;904500;301500;207709;68.9;2;8;10;10;SIN DEUDA;16;SI
781;77;EDUC. UNIVERSITARIA;DEPENDIENTE;1854225;301500;42584;14.1;9;1;9;4;SIN DEUDA;13;SI
782;27;EDUC. UNIVERSITARIA;DEPENDIENTE;3124568;301500;0;0.0;9;3;9;7;DEUDA DE 2 MESES;5;SI
783;43;EDUC. TECNICA;DEPENDIENTE;750735;301500;458;0.2;3;9;6;0;SIN DEUDA;0;SI
784;30;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;59697;19.8;1;9;9;6;SIN DEUDA;1;NO
785;65;EDUC. TECNICA;DEPENDIENTE;904500;301500;0;0.0;3;1;8;0;DEUDA DE 2 MESES;9;SI
786;35;EDUC. TECNICA;DEPENDIENTE;4432050;301500;82177;27.3;2;3;10;3;SIN DEUDA;14;NO
787;32;EDUC. UNIVERSITARIA;DEPENDIENTE;1809000;301500;83455;27.7;8;6;2;7;SIN DEUDA;23;NO
788;43;EDUC. UNIVERSITARIA;DEPENDIENTE;8870558;301500;4058;1.3;1;2;4;2;SIN DEUDA;14;SI
789;51;EDUC. TECNICA;DEPENDIENTE;2066701;301500;41058;13.6;4;5;6;10;SIN DEUDA;4;SI
790;68;EDUC. UNIVERSITARIA;DEPENDIENTE;1356750;301500;0;0.0;8;1;5;10;SIN DEUDA;23;SI
791;72;EDUC. UNIVERSITARIA;DEPENDIENTE;2407978;301500;0;0.0;10;5;7;8;SIN DEUDA;19;SI
792;40;EDUC. UNIVERSITARIA;DEPENDIENTE;3338672;301500;120341;39.9;2;1;7;6;SIN DEUDA;15;NO
793;51;EDUC. UNIVERSITARIA;DEPENDIENTE;904500;301500;257017;85.2;3;1;0;7;SIN DEUDA;9;NO
794;37;EDUC. TECNICA;DEPENDIENTE;904500;301500;155194;51.5;8;5;1;3;SIN DEUDA;12;SI
795;55;EDUC. TECNICA;DEPENDIENTE;3512183;301500;0;0.0;0;8;9;2;SIN DEUDA;9;SI
796;35;EDUC. UNIVERSITARIA;DEPENDIENTE;542700;301500;0;0.0;7;9;7;4;SIN DEUDA;8;NO
797;33;EDUC. TECNICA;DEPENDIENTE;1356750;301500;0;0.0;9;4;10;5;SIN DEUDA;22;NO
798;34;EDUC. UNIVERSITARIA;DEPENDIENTE;2000904;301500;4770;1.6;6;10;10;4;SIN DEUDA;14;NO
799;59;EDUC. UNIVERSITARIA;DEPENDIENTE;906508;301500;0;0.0;3;9;7;2;SIN DEUDA;19;SI
800;40;EDUC. UNIVERSITARIA;DEPENDIENTE;2261250;301500;0;0.0;8;5;7;3;DEUDA DE 2 MESES;10;SI
801;55;EDUC. UNIVERSITARIA;EMPRESARIO;6783750;301500;18259;6.1;10;5;6;5;SIN DEUDA;3;NO
